,pcd,lsoa21,lat,long,oslaua
2239,E1  7WH,E01004322,51.519019,-0.058106,E09000030
2240,E1  7WJ,E01004322,51.519027,-0.058048,E09000030
2241,E1  7WL,E01004322,51.519027,-0.058048,E09000030
2242,E1  7WN,E01004322,51.519027,-0.058048,E09000030
2243,E1  7WP,E01004322,51.519027,-0.058048,E09000030
2244,E1  7WQ,E01004322,51.519027,-0.058048,E09000030
2245,E1  7WR,E01004322,51.519027,-0.058048,E09000030
2246,E1  7WS,E01004322,51.519027,-0.058048,E09000030
2247,E1  7WT,E01004322,51.519027,-0.058048,E09000030
2248,E1  7WU,E01004322,51.519027,-0.058048,E09000030
2249,E1  7WW,E01004322,51.519027,-0.058048,E09000030
2250,E1  7WX,E01004322,51.519027,-0.058048,E09000030
2251,E1  7WY,E01004322,51.519019,-0.058106,E09000030
2252,E1  7WZ,E01004322,51.519027,-0.058048,E09000030
2253,E1  7ZZ,E01004310,51.515024,-0.073223,E09000030
2254,E1  8AA,E01032767,51.513764,-0.073161,E09000030
2256,E1  8AD,E01032767,51.511391,-0.071056,E09000030
2258,E1  8AF,E01032767,51.513764,-0.073161,E09000030
2259,E1  8AG,E01032767,51.511801,-0.068646,E09000030
2261,E1  8AJ,E01032767,51.512243,-0.06978,E09000030
2263,E1  8AN,E01032767,51.512491,-0.072883,E09000030
2264,E1  8AP,E01032767,51.511652,-0.072688,E09000030
2267,E1  8AS,E01035697,51.510653,-0.071577,E09000030
2269,E1  8AU,E01004322,51.519019,-0.058106,E09000030
2271,E1  8AX,E01032767,51.511209,-0.072534,E09000030
2272,E1  8AY,E01032767,51.51163,-0.069172,E09000030
2273,E1  8AZ,E01032767,51.511465,-0.070635,E09000030
2274,E1  8BA,E01035696,51.509311,-0.067613,E09000030
2275,E1  8BB,E01032767,51.511408,-0.071502,E09000030
2276,E1  8BD,E01032767,51.513522,-0.072681,E09000030
2277,E1  8BE,E01004322,51.519027,-0.058048,E09000030
2278,E1  8BF,E01035689,51.512843,-0.068559,E09000030
2279,E1  8BG,E01004322,51.519019,-0.058106,E09000030
2280,E1  8BH,E01035689,51.513213,-0.067577,E09000030
2281,E1  8BJ,E01035696,51.509468,-0.067275,E09000030
2282,E1  8BL,E01032767,51.511194,-0.071079,E09000030
2284,E1  8BP,E01032767,51.511902,-0.068743,E09000030
2286,E1  8BS,E01035689,51.514116,-0.06777,E09000030
2288,E1  8BU,E01032767,51.51217,-0.06755,E09000030
2289,E1  8BW,E01032767,51.511183,-0.069868,E09000030
2291,E1  8BY,E01004322,51.519027,-0.058048,E09000030
2293,E1  8DA,E01032767,51.51365,-0.071148,E09000030
2294,E1  8DB,E01035688,51.514474,-0.070392,E09000030
2295,E1  8DD,E01032767,51.513051,-0.072485,E09000030
2296,E1  8DE,E01032767,51.513374,-0.071866,E09000030
2298,E1  8DG,E01032767,51.51389,-0.073155,E09000030
2299,E1  8DH,E01032767,51.513319,-0.071248,E09000030
2300,E1  8DJ,E01032767,51.512764,-0.070882,E09000030
2301,E1  8DL,E01032767,51.513287,-0.071523,E09000030
2302,E1  8DN,E01032767,51.513193,-0.070677,E09000030
2304,E1  8DQ,E01032767,51.513873,-0.071614,E09000030
2305,E1  8DR,E01032767,51.512459,-0.070895,E09000030
2306,E1  8DS,E01032767,51.513918,-0.071598,E09000030
2307,E1  8DT,E01032767,51.512506,-0.07268,E09000030
2309,E1  8DW,E01032767,51.511777,-0.071544,E09000030
2310,E1  8DX,E01032767,51.51448,-0.072943,E09000030
2311,E1  8DY,E01032767,51.513522,-0.072681,E09000030
2312,E1  8DZ,E01032767,51.513918,-0.071612,E09000030
2313,E1  8EA,E01032767,51.513987,-0.072474,E09000030
2314,E1  8EB,E01035688,51.514228,-0.070186,E09000030
2315,E1  8ED,E01032767,51.511421,-0.068504,E09000030
2316,E1  8EE,E01032767,51.513987,-0.072474,E09000030
2317,E1  8EF,E01032767,51.512764,-0.070882,E09000030
2318,E1  8EG,E01004322,51.519027,-0.058048,E09000030
2319,E1  8EH,E01035687,51.514556,-0.069899,E09000030
2320,E1  8EJ,E01035688,51.514289,-0.070631,E09000030
2321,E1  8EL,E01032767,51.513866,-0.071715,E09000030
2322,E1  8EN,E01035688,51.514155,-0.070665,E09000030
2323,E1  8EP,E01032767,51.51428,-0.071698,E09000030
2324,E1  8EQ,E01032767,51.513866,-0.071715,E09000030
2325,E1  8ER,E01032767,51.514153,-0.071098,E09000030
2326,E1  8ES,E01004322,51.519019,-0.058106,E09000030
2327,E1  8ET,E01032767,51.511421,-0.068504,E09000030
2328,E1  8EU,E01032767,51.512914,-0.07017,E09000030
2329,E1  8EW,E01032767,51.513946,-0.071078,E09000030
2330,E1  8EX,E01032767,51.512903,-0.069464,E09000030
2331,E1  8EY,E01032767,51.512559,-0.069349,E09000030
2332,E1  8EZ,E01004322,51.519027,-0.058048,E09000030
2333,E1  8FA,E01032767,51.514772,-0.072095,E09000030
2334,E1  8FB,E01032767,51.511421,-0.068504,E09000030
2335,E1  8FD,E01004322,51.519027,-0.058048,E09000030
2336,E1  8FE,E01032767,51.512039,-0.072715,E09000030
2337,E1  8FF,E01035688,51.513949,-0.069103,E09000030
2338,E1  8FG,E01004322,51.519027,-0.058048,E09000030
2339,E1  8FH,E01004322,51.519027,-0.058048,E09000030
2340,E1  8FJ,E01004322,51.519019,-0.058106,E09000030
2341,E1  8FL,E01004322,51.519019,-0.058106,E09000030
2342,E1  8FN,E01004322,51.519027,-0.058048,E09000030
2343,E1  8FP,E01004322,51.519019,-0.058106,E09000030
2344,E1  8FQ,E01004322,51.519027,-0.058048,E09000030
2345,E1  8FR,E01004322,51.519027,-0.058048,E09000030
2346,E1  8FS,E01004322,51.519027,-0.058048,E09000030
2347,E1  8FT,E01004322,51.519027,-0.058048,E09000030
2348,E1  8FU,E01035688,51.513425,-0.069485,E09000030
2349,E1  8FW,E01004322,51.519027,-0.058048,E09000030
2350,E1  8FX,E01004322,51.519027,-0.058048,E09000030
2351,E1  8FY,E01004322,51.519027,-0.058048,E09000030
2352,E1  8FZ,E01004322,51.519027,-0.058048,E09000030
2353,E1  8GA,E01004322,51.519027,-0.058048,E09000030
2354,E1  8GB,E01004322,51.519027,-0.058048,E09000030
2355,E1  8GD,E01032767,51.51239,-0.068347,E09000030
2356,E1  8GE,E01035689,51.512831,-0.068401,E09000030
2357,E1  8GF,E01032767,51.512372,-0.067829,E09000030
2358,E1  8GG,E01035689,51.512752,-0.067928,E09000030
2359,E1  8GH,E01032767,51.512212,-0.069032,E09000030
2360,E1  8GJ,E01032767,51.512433,-0.068792,E09000030
2361,E1  8GL,E01035689,51.514543,-0.068054,E09000030
2362,E1  8GN,E01004295,51.510803,-0.065892,E09000030
2363,E1  8GP,E01032767,51.511777,-0.071544,E09000030
2364,E1  8GQ,E01004295,51.510824,-0.06556,E09000030
2365,E1  8GR,E01004295,51.510873,-0.065255,E09000030
2366,E1  8GS,E01004295,51.510873,-0.065255,E09000030
2367,E1  8GT,E01004295,51.510924,-0.065066,E09000030
2368,E1  8GU,E01004295,51.510966,-0.064329,E09000030
2369,E1  8GW,E01004295,51.510966,-0.064329,E09000030
2370,E1  8GX,E01004295,51.510922,-0.063841,E09000030
2371,E1  8GY,E01004295,51.510922,-0.063841,E09000030
2372,E1  8GZ,E01032767,51.513297,-0.072085,E09000030
2373,E1  8HA,E01035697,51.510351,-0.069024,E09000030
2374,E1  8HB,E01035697,51.510194,-0.068815,E09000030
2375,E1  8HD,E01035697,51.509994,-0.068694,E09000030
2376,E1  8HE,E01035697,51.509831,-0.068614,E09000030
2377,E1  8HF,E01004295,51.510271,-0.061995,E09000030
2378,E1  8HG,E01032767,51.511955,-0.07034,E09000030
2379,E1  8HH,E01032767,51.512967,-0.071753,E09000030
2380,E1  8HJ,E01032767,51.513197,-0.070374,E09000030
2381,E1  8HL,E01004322,51.519019,-0.058106,E09000030
2382,E1  8HN,E01004295,51.509955,-0.061922,E09000030
2383,E1  8HP,E01004295,51.510447,-0.062852,E09000030
2384,E1  8HQ,E01032767,51.513545,-0.070806,E09000030
2385,E1  8HR,E01004295,51.510393,-0.063417,E09000030
2386,E1  8HS,E01004295,51.510915,-0.062919,E09000030
2387,E1  8HT,E01004295,51.510722,-0.064296,E09000030
2388,E1  8HU,E01004295,51.510722,-0.064296,E09000030
2389,E1  8HW,E01035696,51.510614,-0.066434,E09000030
2390,E1  8HX,E01004295,51.510911,-0.062126,E09000030
2391,E1  8HY,E01035696,51.510091,-0.065822,E09000030
2393,E1  8JA,E01035696,51.50965,-0.067426,E09000030
2394,E1  8JB,E01035696,51.510613,-0.066938,E09000030
2395,E1  8JD,E01035697,51.510591,-0.067775,E09000030
2396,E1  8JE,E01035697,51.510224,-0.068987,E09000030
2397,E1  8JF,E01004322,51.519027,-0.058048,E09000030
2398,E1  8JG,E01035696,51.510713,-0.068087,E09000030
2399,E1  8JH,E01004295,51.510535,-0.064938,E09000030
2400,E1  8JJ,E01004295,51.510535,-0.064938,E09000030
2401,E1  8JL,E01035696,51.509574,-0.067746,E09000030
2402,E1  8JN,E01035696,51.510099,-0.067925,E09000030
2403,E1  8JP,E01035696,51.510115,-0.068357,E09000030
2404,E1  8JQ,E01035696,51.510732,-0.067582,E09000030
2405,E1  8JR,E01035696,51.510496,-0.068557,E09000030
2406,E1  8JS,E01035696,51.510418,-0.066024,E09000030
2407,E1  8JT,E01035697,51.509922,-0.067573,E09000030
2408,E1  8JU,E01035697,51.509503,-0.068902,E09000030
2409,E1  8JW,E01004295,51.510922,-0.063841,E09000030
2410,E1  8JX,E01035697,51.510602,-0.069533,E09000030
2411,E1  8JY,E01035697,51.510312,-0.069386,E09000030
2412,E1  8JZ,E01035697,51.510388,-0.069643,E09000030
2413,E1  8LA,E01035697,51.510211,-0.069837,E09000030
2414,E1  8LB,E01035697,51.509885,-0.069664,E09000030
2415,E1  8LD,E01035697,51.509673,-0.069385,E09000030
2416,E1  8LE,E01035697,51.509914,-0.069274,E09000030
2417,E1  8LF,E01035697,51.510097,-0.070015,E09000030
2418,E1  8LG,E01035697,51.510393,-0.070493,E09000030
2419,E1  8LH,E01035697,51.509349,-0.070465,E09000030
2420,E1  8LJ,E01035696,51.509419,-0.067623,E09000030
2421,E1  8LL,E01035697,51.510341,-0.067901,E09000030
2424,E1  8LQ,E01035697,51.50998,-0.072196,E09000030
2425,E1  8LR,E01035697,51.509954,-0.070079,E09000030
2426,E1  8LS,E01035697,51.510409,-0.070391,E09000030
2427,E1  8LT,E01035697,51.509343,-0.070076,E09000030
2428,E1  8LU,E01035697,51.509294,-0.0693,E09000030
2430,E1  8LX,E01035697,51.508643,-0.070163,E09000030
2431,E1  8LY,E01035697,51.509867,-0.07076,E09000030
2432,E1  8LZ,E01035697,51.50895,-0.07028,E09000030
2433,E1  8NA,E01035697,51.509827,-0.06834,E09000030
2434,E1  8NB,E01035697,51.509295,-0.070986,E09000030
2435,E1  8ND,E01035696,51.509362,-0.067423,E09000030
2436,E1  8NE,E01032767,51.511271,-0.070845,E09000030
2437,E1  8NF,E01035687,51.514481,-0.069743,E09000030
2438,E1  8NG,E01035687,51.514481,-0.069743,E09000030
2439,E1  8NH,E01035689,51.514672,-0.069303,E09000030
2440,E1  8NJ,E01035687,51.514547,-0.069928,E09000030
2441,E1  8NL,E01035696,51.510744,-0.068331,E09000030
2442,E1  8NN,E01035688,51.514419,-0.070351,E09000030
2443,E1  8NP,E01035697,51.510224,-0.068987,E09000030
2444,E1  8NQ,E01035687,51.514554,-0.069769,E09000030
2445,E1  8NR,E01035696,51.511019,-0.067036,E09000030
2446,E1  8NS,E01004295,51.510983,-0.063175,E09000030
2447,E1  8NT,E01035696,51.51101,-0.067037,E09000030
2448,E1  8NU,E01004295,51.510933,-0.062342,E09000030
2449,E1  8NW,E01035688,51.514713,-0.071247,E09000030
2450,E1  8NX,E01032767,51.513079,-0.069803,E09000030
2451,E1  8NY,E01032767,51.513079,-0.069803,E09000030
2452,E1  8NZ,E01035688,51.513261,-0.069925,E09000030
2453,E1  8PA,E01032767,51.513079,-0.069803,E09000030
2454,E1  8PB,E01032767,51.513079,-0.069803,E09000030
2455,E1  8PD,E01032767,51.513079,-0.069803,E09000030
2456,E1  8PE,E01032767,51.513079,-0.069803,E09000030
2457,E1  8PF,E01032767,51.513079,-0.069803,E09000030
2458,E1  8PG,E01032767,51.513079,-0.069803,E09000030
2460,E1  8PJ,E01032767,51.513079,-0.069803,E09000030
2461,E1  8PL,E01032767,51.513079,-0.069803,E09000030
2462,E1  8PN,E01035697,51.51003,-0.069225,E09000030
2464,E1  8PQ,E01004233,51.534599,-0.03678,E09000030
2465,E1  8PR,E01032767,51.511683,-0.070208,E09000030
2466,E1  8PS,E01035688,51.513923,-0.069133,E09000030
2467,E1  8PT,E01035688,51.513706,-0.070208,E09000030
2468,E1  8PU,E01035688,51.513706,-0.070208,E09000030
2469,E1  8PW,E01035688,51.513786,-0.069557,E09000030
2470,E1  8PX,E01035688,51.51396,-0.069751,E09000030
2471,E1  8PY,E01035689,51.512753,-0.067496,E09000030
2472,E1  8PZ,E01035689,51.514348,-0.069302,E09000030
2473,E1  8QA,E01004322,51.519019,-0.058106,E09000030
2474,E1  8QB,E01035689,51.514583,-0.068802,E09000030
2475,E1  8QD,E01035689,51.514583,-0.068802,E09000030
2476,E1  8QE,E01035688,51.513831,-0.069065,E09000030
2477,E1  8QF,E01035688,51.513983,-0.068424,E09000030
2478,E1  8QG,E01035688,51.514489,-0.068561,E09000030
2479,E1  8QH,E01035688,51.513887,-0.068587,E09000030
2480,E1  8QJ,E01035687,51.514766,-0.07012,E09000030
2481,E1  8QL,E01035687,51.514766,-0.07012,E09000030
2482,E1  8QN,E01032767,51.514772,-0.072095,E09000030
2483,E1  8QP,E01035688,51.514066,-0.06855,E09000030
2484,E1  8QQ,E01032767,51.51448,-0.072943,E09000030
2485,E1  8QR,E01032767,51.51448,-0.072943,E09000030
2486,E1  8QS,E01032767,51.514453,-0.072973,E09000030
2487,E1  8QT,E01032767,51.513097,-0.072511,E09000030
2488,E1  8QU,E01035696,51.510351,-0.068491,E09000030
2489,E1  8QW,E01035696,51.51007,-0.068388,E09000030
2490,E1  8QX,E01035697,51.510192,-0.068671,E09000030
2491,E1  8QY,E01004322,51.519027,-0.058048,E09000030
2492,E1  8QZ,E01004295,51.511075,-0.066068,E09000030
2493,E1  8RA,E01032767,51.511209,-0.072534,E09000030
2495,E1  8RD,E01035697,51.510653,-0.071577,E09000030
2496,E1  8RE,E01032767,51.512317,-0.07266,E09000030
2497,E1  8RF,E01004322,51.519027,-0.058048,E09000030
2498,E1  8RG,E01032767,51.51117,-0.071829,E09000030
2499,E1  8RH,E01032767,51.511146,-0.070389,E09000030
2500,E1  8RJ,E01032767,51.51163,-0.069172,E09000030
2501,E1  8RL,E01032767,51.51163,-0.069172,E09000030
2502,E1  8RN,E01032767,51.511146,-0.070389,E09000030
2503,E1  8RP,E01004322,51.519019,-0.058106,E09000030
2504,E1  8RQ,E01032767,51.511146,-0.070389,E09000030
2505,E1  8RR,E01004322,51.519019,-0.058106,E09000030
2506,E1  8RS,E01004322,51.519019,-0.058106,E09000030
2507,E1  8RT,E01004322,51.519019,-0.058106,E09000030
2509,E1  8RW,E01004322,51.519019,-0.058106,E09000030
2510,E1  8RX,E01004322,51.519019,-0.058106,E09000030
2511,E1  8RY,E01032767,51.511808,-0.06794,E09000030
2512,E1  8RZ,E01032767,51.511639,-0.067529,E09000030
2513,E1  8SA,E01004322,51.519027,-0.058048,E09000030
2514,E1  8SB,E01004322,51.519027,-0.058048,E09000030
2515,E1  8SD,E01004322,51.519019,-0.058106,E09000030
2516,E1  8SE,E01004322,51.519027,-0.058048,E09000030
2517,E1  8SF,E01004322,51.519027,-0.058048,E09000030
2518,E1  8SG,E01004322,51.519027,-0.058048,E09000030
2519,E1  8SH,E01004322,51.519027,-0.058048,E09000030
2520,E1  8SJ,E01032767,51.511421,-0.068504,E09000030
2521,E1  8SL,E01032767,51.511421,-0.068504,E09000030
2522,E1  8SN,E01004322,51.519027,-0.058048,E09000030
2523,E1  8SP,E01004322,51.519027,-0.058048,E09000030
2524,E1  8SQ,E01035697,51.510653,-0.071577,E09000030
2525,E1  8SR,E01004322,51.519027,-0.058048,E09000030
2526,E1  8SS,E01004322,51.519027,-0.058048,E09000030
2527,E1  8ST,E01035696,51.511099,-0.067508,E09000030
2528,E1  8SU,E01004322,51.519019,-0.058106,E09000030
2529,E1  8SW,E01004322,51.519019,-0.058106,E09000030
2530,E1  8SX,E01004322,51.519027,-0.058048,E09000030
2531,E1  8SY,E01004322,51.519019,-0.058106,E09000030
2532,E1  8SZ,E01004322,51.519019,-0.058106,E09000030
2533,E1  8TA,E01004322,51.519027,-0.058048,E09000030
2534,E1  8TB,E01004322,51.519019,-0.058106,E09000030
2535,E1  8TD,E01032767,51.511421,-0.068504,E09000030
2536,E1  8TE,E01004322,51.519019,-0.058106,E09000030
2537,E1  8TF,E01004322,51.519019,-0.058106,E09000030
2538,E1  8TG,E01004322,51.519027,-0.058048,E09000030
2539,E1  8TH,E01004322,51.519019,-0.058106,E09000030
2540,E1  8TJ,E01032767,51.511421,-0.068504,E09000030
2541,E1  8TL,E01004322,51.519027,-0.058048,E09000030
2542,E1  8TN,E01004322,51.519019,-0.058106,E09000030
2543,E1  8TP,E01004322,51.519019,-0.058106,E09000030
2544,E1  8TQ,E01035696,51.511099,-0.067508,E09000030
2545,E1  8TR,E01004322,51.519027,-0.058048,E09000030
2546,E1  8TS,E01004322,51.519027,-0.058048,E09000030
2547,E1  8TU,E01032767,51.511421,-0.068504,E09000030
2548,E1  8TW,E01032767,51.511421,-0.068504,E09000030
2549,E1  8TX,E01032767,51.511421,-0.068504,E09000030
2550,E1  8TY,E01032767,51.511421,-0.068504,E09000030
2551,E1  8TZ,E01004322,51.519027,-0.058048,E09000030
2552,E1  8UA,E01004322,51.519027,-0.058048,E09000030
2553,E1  8UB,E01004322,51.519019,-0.058106,E09000030
2554,E1  8UD,E01032767,51.511421,-0.068504,E09000030
2555,E1  8UE,E01035696,51.510744,-0.068331,E09000030
2556,E1  8UF,E01004322,51.519027,-0.058048,E09000030
2557,E1  8UG,E01004322,51.519027,-0.058048,E09000030
2558,E1  8UH,E01004322,51.519027,-0.058048,E09000030
2559,E1  8UJ,E01032767,51.511421,-0.068504,E09000030
2560,E1  8UL,E01032767,51.511421,-0.068504,E09000030
2561,E1  8UN,E01032767,51.511421,-0.068504,E09000030
2562,E1  8UP,E01032767,51.511421,-0.068504,E09000030
2563,E1  8UQ,E01004322,51.519019,-0.058106,E09000030
2564,E1  8UR,E01032767,51.511421,-0.068504,E09000030
2565,E1  8US,E01032767,51.511421,-0.068504,E09000030
2566,E1  8UT,E01032767,51.511421,-0.068504,E09000030
2567,E1  8UU,E01004322,51.519027,-0.058048,E09000030
2568,E1  8UW,E01032767,51.511421,-0.068504,E09000030
2569,E1  8UX,E01032767,51.511421,-0.068504,E09000030
2570,E1  8UY,E01004322,51.519027,-0.058048,E09000030
2571,E1  8UZ,E01004322,51.519027,-0.058048,E09000030
2572,E1  8WA,E01035688,51.513949,-0.069103,E09000030
2573,E1  8WB,E01035688,51.513949,-0.069103,E09000030
2574,E1  8WD,E01004322,51.519027,-0.058048,E09000030
2575,E1  8WE,E01004322,51.519019,-0.058106,E09000030
2576,E1  8WF,E01004322,51.519019,-0.058106,E09000030
2577,E1  8WG,E01004322,51.519027,-0.058048,E09000030
2578,E1  8WH,E01004322,51.519019,-0.058106,E09000030
2579,E1  8WJ,E01035688,51.513949,-0.069103,E09000030
2580,E1  8WL,E01035688,51.513949,-0.069103,E09000030
2581,E1  8WN,E01004322,51.519027,-0.058048,E09000030
2582,E1  8WP,E01004322,51.519027,-0.058048,E09000030
2583,E1  8WQ,E01035688,51.513949,-0.069103,E09000030
2584,E1  8WR,E01004322,51.519027,-0.058048,E09000030
2585,E1  8WS,E01004322,51.519027,-0.058048,E09000030
2586,E1  8WT,E01004322,51.519027,-0.058048,E09000030
2587,E1  8WU,E01004322,51.519027,-0.058048,E09000030
2588,E1  8WW,E01004322,51.519027,-0.058048,E09000030
2589,E1  8WX,E01004322,51.519019,-0.058106,E09000030
2590,E1  8WY,E01004322,51.519027,-0.058048,E09000030
2591,E1  8WZ,E01004322,51.519027,-0.058048,E09000030
2592,E1  8XA,E01004322,51.519027,-0.058048,E09000030
2593,E1  8XB,E01004322,51.519027,-0.058048,E09000030
2594,E1  8XD,E01004322,51.519027,-0.058048,E09000030
2595,E1  8XE,E01004322,51.519019,-0.058106,E09000030
2596,E1  8XF,E01032767,51.511421,-0.068504,E09000030
2597,E1  8XG,E01032767,51.511421,-0.068504,E09000030
2598,E1  8XH,E01004322,51.519027,-0.058048,E09000030
2599,E1  8XJ,E01004322,51.519027,-0.058048,E09000030
2600,E1  8XL,E01004322,51.519027,-0.058048,E09000030
2601,E1  8XN,E01004322,51.519027,-0.058048,E09000030
2602,E1  8XP,E01032767,51.511421,-0.068504,E09000030
2603,E1  8XQ,E01004322,51.519027,-0.058048,E09000030
2604,E1  8XR,E01032767,51.511421,-0.068504,E09000030
2605,E1  8XS,E01032767,51.511421,-0.068504,E09000030
2606,E1  8XT,E01004322,51.519019,-0.058106,E09000030
2607,E1  8XU,E01004322,51.519027,-0.058048,E09000030
2608,E1  8XW,E01032767,51.511297,-0.069157,E09000030
2609,E1  8XX,E01004322,51.519019,-0.058106,E09000030
2610,E1  8XY,E01035688,51.513949,-0.069103,E09000030
2611,E1  8XZ,E01004322,51.519019,-0.058106,E09000030
2612,E1  8YA,E01004322,51.519027,-0.058048,E09000030
2613,E1  8YB,E01035688,51.513949,-0.069103,E09000030
2614,E1  8YE,E01004322,51.519027,-0.058048,E09000030
2615,E1  8YF,E01004322,51.519027,-0.058048,E09000030
2616,E1  8YG,E01004322,51.519027,-0.058048,E09000030
2617,E1  8YH,E01004322,51.519027,-0.058048,E09000030
2618,E1  8YN,E01004322,51.519027,-0.058048,E09000030
2619,E1  8YQ,E01004322,51.519027,-0.058048,E09000030
2620,E1  8YS,E01004322,51.519027,-0.058048,E09000030
2621,E1  8YW,E01004322,51.519027,-0.058048,E09000030
2622,E1  8ZA,E01035688,51.513949,-0.069103,E09000030
2623,E1  8ZB,E01035689,51.513437,-0.068044,E09000030
2624,E1  8ZD,E01035689,51.513321,-0.068121,E09000030
2625,E1  8ZE,E01035688,51.513157,-0.068488,E09000030
2626,E1  8ZF,E01035688,51.513471,-0.068489,E09000030
2627,E1  8ZG,E01035688,51.513471,-0.068489,E09000030
2628,E1  8ZH,E01035688,51.513435,-0.069024,E09000030
2629,E1  8ZJ,E01035688,51.513435,-0.069024,E09000030
2630,E1  8ZL,E01004322,51.519027,-0.058048,E09000030
2631,E1  8ZN,E01035688,51.513648,-0.068323,E09000030
2632,E1  8ZP,E01035688,51.513727,-0.068161,E09000030
2633,E1  8ZS,E01035687,51.514842,-0.069786,E09000030
2634,E1  8ZT,E01035687,51.514779,-0.069803,E09000030
2635,E1  8ZU,E01035697,51.510507,-0.070877,E09000030
2636,E1  8ZZ,E01035697,51.510653,-0.071577,E09000030
2637,E1  9AA,E01004293,51.508576,-0.073236,E09000030
2638,E1  9AB,E01004293,51.507599,-0.073421,E09000030
2639,E1  9AD,E01004293,51.507576,-0.071981,E09000030
2640,E1  9AE,E01004293,51.507576,-0.071981,E09000030
2641,E1  9AF,E01004293,51.507576,-0.071981,E09000030
2642,E1  9AG,E01004293,51.507481,-0.066221,E09000030
2643,E1  9AH,E01004293,51.505778,-0.072057,E09000030
2644,E1  9AJ,E01004293,51.507599,-0.073421,E09000030
2645,E1  9AL,E01035697,51.508451,-0.070503,E09000030
2646,E1  9AN,E01035697,51.508451,-0.070503,E09000030
2647,E1  9AP,E01035697,51.508598,-0.070713,E09000030
2648,E1  9AQ,E01035697,51.508403,-0.067623,E09000030
2649,E1  9AR,E01035697,51.508451,-0.070503,E09000030
2650,E1  9AS,E01004293,51.507576,-0.071981,E09000030
2651,E1  9AT,E01004293,51.507195,-0.07181,E09000030
2652,E1  9AU,E01035696,51.508026,-0.064367,E09000030
2653,E1  9AW,E01035697,51.508867,-0.069015,E09000030
2654,E1  9AX,E01004293,51.508281,-0.072225,E09000030
2655,E1  9AY,E01004296,51.506722,-0.058961,E09000030
2656,E1  9AZ,E01004293,51.508281,-0.072225,E09000030
2657,E1  9BA,E01004296,51.508284,-0.060422,E09000030
2658,E1  9BB,E01035696,51.508976,-0.060912,E09000030
2659,E1  9BD,E01004296,51.506722,-0.058961,E09000030
2660,E1  9BE,E01035696,51.508999,-0.06447,E09000030
2661,E1  9BG,E01035696,51.509177,-0.063281,E09000030
2662,E1  9BH,E01004296,51.506722,-0.058961,E09000030
2663,E1  9BJ,E01004296,51.506722,-0.058961,E09000030
2664,E1  9BL,E01004296,51.506722,-0.058961,E09000030
2665,E1  9BN,E01004295,51.509468,-0.063499,E09000030
2666,E1  9BP,E01004295,51.509574,-0.061751,E09000030
2667,E1  9BQ,E01035696,51.508951,-0.064847,E09000030
2668,E1  9BS,E01035696,51.509183,-0.060384,E09000030
2669,E1  9BT,E01004296,51.508284,-0.060422,E09000030
2670,E1  9BU,E01035696,51.509134,-0.061222,E09000030
2671,E1  9BW,E01004296,51.506722,-0.058961,E09000030
2672,E1  9BX,E01035696,51.509141,-0.06164,E09000030
2673,E1  9BY,E01004296,51.506722,-0.058961,E09000030
2674,E1  9BZ,E01004296,51.506722,-0.058961,E09000030
2675,E1  9DA,E01004296,51.508405,-0.057938,E09000030
2676,E1  9DB,E01004296,51.506722,-0.058961,E09000030
2677,E1  9DD,E01004296,51.506722,-0.058961,E09000030
2678,E1  9DE,E01035696,51.509183,-0.060384,E09000030
2679,E1  9DF,E01004301,51.510306,-0.055451,E09000030
2680,E1  9DG,E01004301,51.509878,-0.056233,E09000030
2681,E1  9DH,E01004303,51.509519,-0.05302,E09000030
2682,E1  9DJ,E01004303,51.509359,-0.05147,E09000030
2683,E1  9DL,E01035696,51.508332,-0.063302,E09000030
2684,E1  9DN,E01004296,51.506722,-0.058961,E09000030
2685,E1  9DP,E01004305,51.511462,-0.049233,E09000030
2686,E1  9DQ,E01004300,51.510504,-0.051652,E09000030
2687,E1  9DR,E01004305,51.511034,-0.049453,E09000030
2688,E1  9DS,E01004303,51.510413,-0.047289,E09000030
2689,E1  9DT,E01004300,51.510557,-0.047802,E09000030
2690,E1  9DU,E01004300,51.510294,-0.047698,E09000030
2691,E1  9DW,E01004296,51.506722,-0.058961,E09000030
2692,E1  9DX,E01004300,51.510304,-0.048303,E09000030
2693,E1  9DY,E01004300,51.510284,-0.048693,E09000030
2694,E1  9DZ,E01004300,51.510525,-0.048567,E09000030
2695,E1  9EA,E01004300,51.510367,-0.049352,E09000030
2696,E1  9EB,E01004300,51.510044,-0.051052,E09000030
2697,E1  9ED,E01004300,51.510044,-0.051052,E09000030
2698,E1  9EE,E01004300,51.510595,-0.050639,E09000030
2699,E1  9EF,E01004300,51.510003,-0.049123,E09000030
2700,E1  9EG,E01004300,51.509914,-0.050265,E09000030
2701,E1  9EH,E01004300,51.510768,-0.049176,E09000030
2702,E1  9EJ,E01004300,51.51029,-0.047986,E09000030
2703,E1  9EL,E01004300,51.510857,-0.048005,E09000030
2704,E1  9EP,E01032769,51.511849,-0.042241,E09000030
2705,E1  9EQ,E01004300,51.509914,-0.050265,E09000030
2706,E1  9ER,E01004303,51.511714,-0.04549,E09000030
2707,E1  9ES,E01004303,51.509901,-0.046216,E09000030
2708,E1  9ET,E01004303,51.509901,-0.046216,E09000030
2709,E1  9EU,E01004303,51.509901,-0.046216,E09000030
2710,E1  9EX,E01004303,51.510693,-0.043026,E09000030
