id,name,address,postcode,Last Recorded Financial Year,income,expenditure,howHelps,whatDoes,whoHelps,activities,aim,sizeBand,primaryFocus,lsoaCode,lat,lng,imdScore,imdDecile,incomeScore,employmentRate,educationSkillsTrainingScore,healthDeprivation,crimeDeprivation,housingBarriersDeprivation,livingEnvScore,totalPopulation,childPopulation,olderPopulation
1131175,SOYTTEN SEN SCHOOL OF PERFORMING ARTS,"Flat 85, James Hammett House, Ravenscroft Street, London",E2 7QJ,31/03/2024,33.0,3132.0,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science, Environment/conservation/heritage, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","TO PROVIDE MUSIC SINGING LESSONS TO ORGANISE AND DELIVER ARTS AND CULTURAL ACTIVITIES TO THE COMMUNITYTO PROMOTE COMMUNITY COHESION THROUGH BETTER UNDERSTANDING OF COMMUNITIESTO BETTER HEALTH OF THE LOCAL COMMUNITYTO DELIVER EDUCATIONAL PROGRAMMES THAT PROMOTES ACADEMIC ACHIEVEMENT, SOCIAL DEVELOPMENT OF PEOPLE OF ALL AGES. THAT HELPS TO PROMOTE BETTER INTEGRATION.","OBJECTS
1. TO PROMOTE FOR THE BENEFIT OF THE BENGALI COMMUNITY IN THE UK BY :
( A ) THE ADVANCEMENT OF EDUCATION AND TRAINING,
( B ) THE RELIEF OF POVERTY , SICKNESS AND DISTRESS,
( C ) THE PROMOTION OF GOOD HEALTH AND
( D ) THE PROVISION OF RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE
2. TO ADVANCE EDUCATION OF THE PUBLIC ON ALL ASPECTS OF BENGALI HISTORY, ART AND CULTURE.",Micro,Environment/conservation/heritage,E01035664,51.530243,-0.071758,31.656,3.0,0.373,0.169,8.876,0.53,0.916,26.44,48.098,2563.0,449.0,341.0
1132126,SHOREDITCH TABERNACLE BAPTIST CHURCH,"THE TAB CENTRE, 3 GODFREY PLACE, LONDON",E2 7NT,31/12/2024,319333.0,295908.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","The Church is a meeting place where people from many cultures and backgrounds come together in a spirit of
friendship and acceptance of all people's backgrounds. We seek to be of service through the Church charitable projects based
in the Tab Centre complex. These projects seek to be socially inclusive for all people, providing services that target
'poverty, and discrimination.",The principal purpose of the Church is the advancement of the Christian faith according to the principles of the Baptist denomination.  The Church may also advance education and carry out other charitable purposes in the United Kingdom and/or other parts of the world.,Medium,Other Charitable Purposes,E01004311,51.527323,-0.075212,32.818,3.0,0.471,0.18,13.68,0.408,0.665,24.992,36.939,1857.0,339.0,198.0
1132150,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF SAINT JOHN ON BETHNAL GREEN,"The Crypt  - St. John On Bethnal Green Church, 200 Cambridge Heath Road, LONDON",E2 9PA,31/12/2024,99918.0,133589.0,"Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","Religious Activities, Arts/culture/heritage/science",The General Public/mankind,"Promoting in the ecclesiastical parish the whole mission of the church, pastoral, evangelistic, social and ecumenical.",Promoting in the ecclesiastical parish the whole mission of the Church.,Small,Religious Activities,E01004259,51.527774,-0.055182,28.552,3.0,0.35,0.131,7.255,0.299,0.579,33.462,49.07,1737.0,269.0,163.0
1133322,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST DUNSTAN AND ALL SAINTS, STEPNEY","ST DUNSTAN'S RECTORY, RECTORY SQUARE, STEPNEY, LONDON",E1 3NQ,31/12/2024,178087.0,144034.0,"Makes Grants To Organisations, Provides Buildings/facilities/open Space",Religious Activities,The General Public/mankind,"Promoting in the ecclesiastical parish the whole mission of the Church, pastoral, evangelistic, social and ecumenical",Promoting in the ecclesiastical parish the whole mission of the Church.,Medium,Religious Activities,E01004290,51.519429,-0.044338,31.305,3.0,0.404,0.154,17.12,0.672,0.646,30.549,33.035,2061.0,363.0,217.0
1133761,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST. GEORGE-IN-THE-EAST WITH ST. PAUL,"THE PARISH OFFICE, ST GEORGE-IN-THE-EAST CHURCH, 14 CANNON STREET ROAD, LONDON",E1 0BH,31/12/2024,289924.0,507609.0,"Makes Grants To Organisations, Provides Buildings/facilities/open Space",Religious Activities,The General Public/mankind,Place of Worship,Promoting in the ecclesiastical parish the whole mission of the Church.,Medium,Religious Activities,E01004301,51.510462,-0.060531,45.921,1.0,0.578,0.192,23.592,0.64,0.44,47.515,47.712,1370.0,256.0,127.0
1133963,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST PAUL AND ST MARK, OLD FORD","St Paul Old Ford, St Stephen's Road, London",E3 5JL,31/12/2024,276916.0,278228.0,"Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities",Religious Activities,The General Public/mankind,"Provides an opportunity for people to be involved in Christian worship, prayer and religious teaching. The charity also carries out youth work and arranges social and spiritual activities as a practical expression of its faith-based beliefs.",Promoting in the ecclesiastical parish the whole mission of the Church.,Medium,Religious Activities,E01004222,51.53267,-0.032192,37.465,2.0,0.47,0.233,27.436,0.66,0.735,24.529,27.031,2789.0,508.0,462.0
1134843,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST PAUL'S, SHADWELL","St. Pauls Shadwell Church, 302 The Highway, LONDON",E1W 3DH,31/12/2024,618920.0,650358.0,"Makes Grants To Individuals, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Promoting in the ecclesiastical parish, and beyond, the whole mission of the Church.",Promoting in the ecclesiastical parish the whole mission of the Church.,Medium,Religious Activities,E01004303,51.509519,-0.05302,32.13,3.0,0.431,0.172,18.077,0.251,0.498,35.925,30.68,2911.0,617.0,287.0
1134888,METHODIST CHURCH IN TOWER HAMLETS,"Bow Road Methodist Church, 1 Merchant Street, LONDON",E3 4LY,31/08/2024,605695.0,731813.0,"Provides Services, Acts As An Umbrella Or Resource Body",Religious Activities,The General Public/mankind,The provision of sacred space (buildings) for prayer and contemplation.  Supporting other charities in the UK and overseas financially and with prayer.,"THE PURPOSES OF THE METHODIST CHURCH ARE AND SHALL BE DEEMED TO HAVE BEEN SINCE THE DATE OF UNION THE ADVANCEMENT OF -
(A) THE CHRISTIAN FAITH IN ACCORDANCE WITH THE DOCTRINAL STANDARDS AND THE DISCIPLINE OF THE METHODIST CHURCH;
(B) ANY CHARITABLE PURPOSE FOR THE TIME BEING OF ANY CONNEXIONAL, DISTRICT, CIRCUIT, LOCAL OR OTHER ORGANISATION OF THE METHODIST CHURCH;
(C) ANY CHARITABLE PURPOSE FOR THE TIME BEING OF ANY SOCIETY OR INSTITUTION SUBSIDUARY OR ANCILLARY TO THE METHODIST CHURCH;
(D) ANY PURPOSE FOR THE TIME BEING OF ANY CHARITY BEING A CHARITY SUBSIDIARY OR ANCILLARY TO THE METHODIST CHURCH.",Medium,Religious Activities,E01004268,51.526178,-0.02744,37.753,2.0,0.515,0.194,22.486,0.816,0.068,32.849,33.627,1781.0,306.0,185.0
1134962,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF POPLAR (ALL SAINTS AND ST NICHOLAS),"2M Dee Street, LONDON",E14 0PT,31/12/2022,183742.0,171910.0,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"The PCC of All Saints & St. Nicholas has the responsibility of co-operating & planning with the Team Rector, Team Vicar & clergy in promoting our pastoral, evangelistic, educational, social & ecumenical mission in the whole Parish.
The charitable objectives of the Parish of Poplar are to serve the spiritual, pastoral & social needs of those who live in the Parish or who worship in our Churches.",Promoting in the ecclesiastical parish the whole mission of the Church.,Medium,Religious Activities,E01004243,51.514225,-0.004983,35.878,2.0,0.473,0.184,26.492,0.587,0.163,35.006,33.979,1694.0,447.0,117.0
1135333,JAMIAT-E-ULAMA-E ISLAM EUROPE,"33 Portia Way, LONDON",E3 4JG,05/03/2025,5655.0,4197.0,Makes Grants To Individuals,"General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Amateur Sport",People Of A Particular Ethnic Or Racial Origin,The charity was set up to advance education and to promote and protect good health and  to relieve financial hardship of the beneficiaries.,"A TO ADVANCE EDUCATION
B TO PROMOTE AND PROTECT GOOD HEALTH; AND
C TO RELIEVE FINANCIAL HARDSHIP",Micro,Overseas Aid/famine Relief,E01004270,51.521409,-0.032072,24.945,4.0,0.304,0.103,8.855,0.066,0.742,33.902,42.128,2472.0,396.0,157.0
1136303,SHADWELL YOUTH ORGANISATION,"99 SHADWELL GARDENS, LONDON",E1 2QJ,31/03/2025,11757.0,4343.0,"Provides Services, Provides Advocacy/advice/information","Education/training, Amateur Sport, Other Charitable Purposes",Children/young People,"The Shadwell Youth Organisation is a youth and community group that act???s to promote the greater participation of socially excluded groups in education, sports and health activities within the wards of Shadwell, St Katherines and Wapping in Tower Hamlets.","THE CHARITY'S OBJECTS (THE OBJECTS) ARE:
A)	TO PROVIDE FACILITIES FOR RECREATION AND OTHER LEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE FOR PERSONS WHO HAVE NEED OF SUCH LEISURE FACILITIES PARTICULARLY, BUT NOT BY WAY OF LIMITATION, BY REASON OF THEIR YOUTH, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR SUCH PERSONS.
B)	TO ADVANCE THE EDUCATION OF SUCH PERSONS PARTICULARLY BUT NOT EXCLUSIVELY THROUGH THEIR LEISURE TIME ACTIVITIES SO THAT THEY DEVELOP THEIR PHYSICAL, MENTAL AND SPIRITUAL CAPACITIES AND GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF SOCIETY AND THAT THEIR CONDITIONS OF LIFE MIGHT BE IMPROVED.",Small,Other Charitable Purposes,E01004302,51.511216,-0.054446,45.534,1.0,0.557,0.192,25.12,0.869,0.777,46.296,37.741,1712.0,458.0,89.0
1136448,STEPNEY CITY FARM,"STEPNEY CITY FARM, STEPNEY WAY, LONDON",E1 3DG,31/03/2025,394932.0,464338.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, Amateur Sport, Animals, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","City farm in the heart of London's East End, providing a range of educational and recreational activities to give social benefit to our surrounding community.","TO PROMOTE, FOR THE BENEFIT OF THE INHABITANTS OF STEPNEY AND THE SURROUNDING
AREA, THE PROVISION OF FACILITIES FOR RECREATION OR OTHER LEISURE TIME
OCCUPATION, OF INDIVIDUALS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR
YOUTH, AGE, INFIRMITY OR DISABILITY, FMANCIAL HARDSHIP OR SOCIAL AND ECONOMIC
CIRCUMSTANCE OR FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND
WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIVES OF THE SAID INHABITANTS.
TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL
WELFARE FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS WHO
HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY,
DISABILITY, FINANCIAL HARDSHIP OR SOCIAL CIRCUMSTANCES WITH THE OBJECT OF
IMPROVING THE CONDITIONS OF THE LIVES OF THE SAID INHABITANTS.
ADVANCE THE EDUCATION OF THE PUBLIC AT LARGE, IN AGRICULTURE, HORTICULTURE, CRAFTS,
COUNTRY LIFE, PROTECTION AND IMPROVEMENT OF THE NATURAL ENVIRONMENT THROUGH BEST
ENVIRONMENTAL PRACTICES ESPECIALLY BY ENCOURAGING REDUCTION, RE-USE AND
RECYCLING, AND RELATED SUBJECTS.""",Medium,Animals,E01035681,51.517138,-0.042836,42.033,2.0,0.554,0.244,25.115,0.7,0.336,34.732,26.173,2070.0,449.0,245.0
1136509,POPLAR MOSQUE AND COMMUNITY CENTRE LIMITED,"Poplar Mosque & Community Centre, 6 Webber Path, LONDON",E14 0FZ,31/03/2025,199939.0,57999.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To provide facilities for the religious, spiritual and educational needs of the local Muslim community of Blackwell Reach and the neighbouring areas. To improve social and educational health and economic condition of the local community regardless of their background. Co-operate and collaborate with other communities and organisations to work for the common good and to enhance community cohesion.","OBJECTS:A). TO PROMOTE THE ADVANCEMENT OF RELIGIONB). TO ORGANISE AND PROMOTE THE ADVANCEMENT OF EDUCATIONC). TO PROMOTE THE RELIEF OF POVERTYD). TO PROVIDE FACILITIES FOR RECREATION AND OTHER LEISURE ACTIVITIES WITH THE AIM OF IMPROVING THE QUALITY OF LIFE OF THE LOCAL COMMUNITY.",Medium,Religious Activities,E01004219,51.510996,-0.009736,29.952,3.0,0.445,0.123,14.949,0.225,0.805,25.999,41.394,2846.0,630.0,144.0
1137143,TOWER HAMLETS COUNCIL FOR VOLUNTARY SERVICE,"ST. HILDAS EAST COMMUNITY CENTRE, 18 CLUB ROW, LONDON",E2 7EY,31/03/2025,991857.0,848052.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Economic/community Development/employment",Other Charities Or Voluntary Bodies,"The activities of Tower Hamlets Council forVoluntary Service include:One to one development work; training; information sharing; dissemination of best practice; policy briefings and responses to consultation; developing strategic partnerships; supporting partnerships and consortia; events and seminars; supporting forums and networks;advocacy, voice and representation.","4.1 TO PROMOTE ANY CHARITABLE PURPOSES FOR THE BENEFIT OF THE PUBLIC, PRINCIPALLY BUT NOT EXCLUSIVELY IN THE LOCAL GOVERNMENT AREA OF THE LONDON BOROUGH OF TOWER HAMLETS AND ITS ENVIRONS (HEREINAFTER CALLED THE AREA OF BENEFIT) AND, IN PARTICULAR, BUILD THE CAPACITY OF THIRD SECTOR ORGANISATIONS AND PROVIDE THEM WITH THE NECESSARY SUPPORT, INFORMATION AND SERVICES TO ENABLE THEM TO PURSUE OR CONTRIBUTE TO ANY CHARITABLE PURPOSE.

4.2 TO PROMOTE, ORGANISE AND FACILITATE CO-OPERATION AND PARTNERSHIP WORKING BETWEEN THIRD SECTOR, STATUTORY AND OTHER RELEVANT BODIES IN THE ACHIEVEMENT OF THE ABOVE PURPOSES WITHIN THE AREA OF BENEFIT.",Medium,Economic/community Development/employment,E01004316,51.525075,-0.074153,41.511,2.0,0.402,0.16,9.105,0.734,0.728,48.751,81.457,1058.0,170.0,74.0
1137228,BISHOPSWAY COMMUNITY CENTRE (UK),"73 BISHOPS WAY, LONDON",E2 9HF,31/10/2024,69760.0,57323.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Amateur Sport","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",PROMOTE THE ADVANCEMENT OF EDUCATION AND TRAINING OF DISADVANTAGED PEOPLE IN BOTH THE PRINCIPAL AREA OF BENEFIT WHO THROUGH THEIR SOCIAL AND ECONOMIC CIRCUMSTANCES ARE IN NEED AND UNABLE TO GAIN EMPLOYMENT AND IN PARTICULAR TO PROMOTE AND SUPPORT SCHEMES WHERE SUCH PEOPLE MAY RECEIVE TRAINING FOR EMPLOYMENT,"FOR THE BENEFIT OF THE INHABITANTS IN THEY UNITED KINGDOM AND IN PARTICULAR MEMBERS OF THE BANGLADESHI AND OTHER MINORITY ETHNIC COMMUNITIES BUT NOT EXCLUSIVELY WHO ARE IN HARDSHIP AND THE ASSOCIATION WILL:
* RELIEVE POVERTY, SICKNESS AND DISTRESS THROUGH THE PROVISION OF ADVICE AND INFORMATION TO THE SAID INHABITANTS IN NEED OF SUCH ADVICE THAT MAY INCLUDE WELFARE BENEFITS, HEALTH AND EMPLOYMENT
* PROMOTE THE ADVANCEMENT OF EDUCATION AND TRAINING OF DISADVANTAGED PEOPLE IN BOTH THE PRINCIPAL AREA OF BENEFIT WHO THROUGH THEIR SOCIAL AND ECONOMIC CIRCUMSTANCES ARE IN NEED AND UNABLE TO GAIN EMPLOYMENT AND IN PARTICULAR TO PROMOTE AND SUPPORT SCHEMES WHERE SUCH PEOPLE MAY RECEIVE TRAINING FOR EMPLOYMENT
* PRESERVATION AND PROTECTION OF HEALTH OF THE LOCAL COMMUNITY IN THE BETHNAL GREEN NORTH AREA
* PROVIDE THE PROVISIONS OF FACILITIES FOR RECREATION AND LEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS HAVING NEED OF FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES",Small,Amateur Sport,E01035660,51.533093,-0.054335,33.974,2.0,0.411,0.157,11.653,0.752,1.197,29.32,40.261,1500.0,254.0,119.0
1138270,GLOBE TOWN MOSQUE AND CULTURAL CENTRE LTD,"Globe Town Mosque, 100 Roman Road, London",E2 0RN,31/01/2025,89125.0,75320.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",Globe Town Mosque and Cultural Centre (GTMCC) offers daily prayer facilities for the local community as well other community based activities and services.,"(1) TO ADVANCE THE ISLAMIC RELIGION TO THE BENEFIT OF THE GENERAL PUBLIC THROUGH THE
HOLDING OF PRAYER MEETINGS AND LECTURES.
(2) TO ADVANCE EDUCATION, IN PARTICULAR BY THE PROVISION OF SUPPLEMENTARY EDUCATION
CLASSES FOR ALL AGE GROUPS AND IN ALL SUBJECTS INCLUDING MOTHER TONGUE CLASSES.
(3) TO ADVANCE EDUCATION, INCLUDING EDUCATION IN THE ISLAMIC RELIGION AND SUCH OTHER
COURSES FOR THE BENEFIT OF THE COMMUNITY AS THE TRUSTEES SHALL THINK FIT.
(4) TO PROMOTE SUCH OTHER CHARITABLE PURPOSES AS MAY FROM TIME TO TIME BE DETERMINED.",Small,The Advancement Of Health Or Saving Of Lives,E01004260,51.528626,-0.047447,40.685,2.0,0.521,0.19,23.977,1.003,0.923,31.975,30.007,1792.0,373.0,163.0
1139287,AFRICAN CULTURAL AND EDUCATIONAL CENTRE,"134D KINGSLAND ROAD, LONDON",E2 8DY,28/02/2022,10615.0,9885.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, The General Public/mankind","Enlightening the Africansd and European about African Culture.
Provision of tools of trade to prospective African businesses
Seeking schorlaship for African Students","1) TO ENHANCE THE DEVELOPMENT AND EDUCATION OF CHILDREN UNDER STATUTORY
SCHOOL AGE BY THE PROVISION OF A NURSERY SERVICE
2) THE RELIEF OF POVERTY TO THE PUBLIC IN BY PROVIDING ACCESS TO ADVICE,
ASSISTANCE, REPRESENTATION, COUNSELLING, TRANSLATING AND INTERPRETING
SERVICES IN SUCH MATTERS AS ASYLUM, IMMIGRATION, MONEY, DEBTS, HOUSING,
WELFARE BENEFITS AND HEALTH
3) TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF LONDON THE PROVISION OF
FACILITIES FOR RECREATION OR OTHER LEISURE TIME OCCUPATION OF INDIVIDUALS
WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE INFIRMITY OR
DISABLEMENT, FINANCIAL HARDSHIP OR SOCIAL AND ECONOMIC CIRCUMSTANCES OR
FOR THE PUBLIC AT LARGE IN THE INTERESTS OF SOCIAL WELFARE AND WITH THE
OBJECT OF IMPROVING THE CONDITION OF LIFE OF THE SAID INHABITANTS.",Small,Arts/culture/heritage/science,,,,,,,,,,,,,,,
