id,name,address,postcode,Last Recorded Financial Year,income,expenditure,howHelps,whatDoes,whoHelps,activities,aim,sizeBand,primaryFocus,lsoaCode,lat,lng,imdScore,imdDecile,incomeScore,employmentRate,educationSkillsTrainingScore,healthDeprivation,crimeDeprivation,housingBarriersDeprivation,livingEnvScore,totalPopulation,childPopulation,olderPopulation
1033764,SISTER CIRCLE,"THE BRADY CENTRE, 192-196 HANBURY STREET, LONDON",E1 5HU,31/03/2025,953423.0,860558.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Sister Circle is a multi-cultural community health charity, putting women's health first. For those living with complex lives, that statutory services can't reach.  Our objectives are to: Advance education, knowledge, and empowerment; Preserve and protect health; Promote equality and diversity by challenging discrimination and encouraging services to meet the diverse needs of local communities.","(A) TO ADVANCE EDUCATION AMONGST WOMEN RESIDENT IN TOWER HAMLETS AND SURROUNDING BOROUGHS, IN PARTICULAR AFRICAN, AFRO-CARIBBEAN AND ASIAN WOMEN BEFORE, DURING AND AFTER PREGNANCY 
(B) TO PRESERVE AND PROTECT THE HEALTH OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AND SURROUNDING BOROUGHS.
(C) TO PROMOTE EQUALITY AND DIVERSITY BY CHALLENGING DISCRIMINATION AND ENCOURAGING SERVICES WHICH MEET THE DIVERSE NEEDS OF THE COMMUNITY AND THE SHARING OF EXPERIENCES IN ORDER TO BRING ABOUT EQUALITY IN HEALTH AND WELL-BEING, AND GOOD RELATIONSHIPS IN THE COMMUNITY",Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004308,51.519418,-0.065369,35.155,2.0,0.423,0.179,15.813,0.792,0.555,38.983,34.117,1462.0,257.0,189.0
1034761,MORPETH EDUCATIONAL TRUST,"Morpeth Secondary School, Portman Place, London",E2 0PX,31/03/2024,1165.0,0.0,"Makes Grants To Individuals, Makes Grants To Organisations",Education/training,Children/young People,Education related,"THE ADVANCEMENT OF EDUCATION AND IN PARTICULAR (BUT WITHOUT PREJUDICE TO THE GENERALITY OF THE FOREGOING) THE PROVISION OF FINANCIAL ASSISTANCE TOWARDS THE ENRICHMENT OF THE EDUCATIONAL PROVISION FOR THE PUPILS AT MORPETH SCHOOL, MORPETH STREET, LONDON E2.",Micro,Education/training,E01004259,51.526781,-0.048463,28.552,3.0,0.35,0.131,7.255,0.299,0.579,33.462,49.07,1737.0,269.0,163.0
1035872,MATILDA COMMUNITY DAY NURSERY,"MATILDA HOUSE, ST KATHARINES WAY, LONDON",E1W 1LQ,31/03/2025,233716.0,228123.0,Provides Services,Education/training,Children/young People,Children's day nursery,TO PROMOTE DEVELOPAND PROVIDE FACILITIES FOR THE DAILY CARE RECREATION AND EDUCATION OF CHILDREN UNDER THE AGE OF FIVE RESIDENT IN THE LONDON BOROUGH OF TOWER HAM;LETS WITH PARTICULAR REGARD TO CHILDREN RESIDENT IN MATILDA HOUSE ST KATHERINES WAY,Medium,Education/training,E01004293,51.505328,-0.068761,7.925,9.0,0.119,0.058,1.083,-0.897,-0.237,14.507,32.102,2017.0,183.0,332.0
1036738,TOY HOUSE LIBRARIES ASSOCIATION OF TOWER HAMLETS,"Toyhouse, 92 St. Pauls Way, Bow, LONDON",E3 4AL,31/03/2025,247539.0,215380.0,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Amateur Sport, Economic/community Development/employment, Recreation","Children/young People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Toyhouse working with families as a non profit making organisation bassed in Tower Hamlets actively facilitates and promotes play as central to all children's well-being, supports a network of member groups and empowers local communities through volunteering and training opportunies.","TO PROMOTE THE EDUCATION AND SOCIAL DEVELOPMENT OF CHILDREN AND ADULTS, BY WORKING WITH PARENTS, GUARDIANS, CARERS AND FAMILIES THROUGH PARTNERSHIPS AND SUPPORTIVE NETWORKS, IN PARTICULAR THROUGH THE PROVISION OF FACILITIES, SERVICES AND RESOURCES FOR THEIR RECREATION OR OTHER LEISURE TIME OCCUPATION AND PROVIDING EQUALITY OF OPPORTUNITY FOR PLAY FOR THE WELL BEING OF ALL CHILDREN.",Medium,Recreation,E01004272,51.517721,-0.027172,41.976,2.0,0.575,0.197,23.659,0.666,0.682,39.522,25.386,2676.0,646.0,195.0
1040496,SOCIAL ACTION FOR HEALTH,"THE BRADY CENTRE, 192-196 HANBURY STREET, LONDON",E1 5HU,31/03/2025,360784.0,366432.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Other Charitable Activities","General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Social Action for Health is a community-based health charity providing services and support to people most affected by health inequalities. It operates in and around east London, UK.","I) TO PRESERVE AND PROTECT THE GOOD HEALTH OF THE PUBLIC WITHIN LONDON AND ELSEWHERE WITHIN ENGLAND;
(II) THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC IN SUCH WAYS AS ARE THOUGHT FIT, INCLUDING ASSISTANCE TO FIND EMPLOYMENT; AND
(C) TO DEVELOP THE CAPACITY AND SKILLS OF MEMBERS OF SOCIALLY AND ECONOMICALLY DISADVANTAGED COMMUNITIES TO ENABLE THEM BETTER TO IDENTIFY AND MEET THEIR NEEDS IN ORDER FOR THEM TO PARTICIPATE MORE FULLY IN SOCIETY.",Medium,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004308,51.519418,-0.065369,35.155,2.0,0.423,0.179,15.813,0.792,0.555,38.983,34.117,1462.0,257.0,189.0
1043304,CROSSROADS COUNSELLING,"Crossroads Counselling, 144 Roman Road, LONDON",E2 0RY,31/03/2024,49527.0,56886.0,Provides Services,The Advancement Of Health Or Saving Of Lives,The General Public/mankind,"Crossroads Counselling offers a professional counselling service for people on low incomes who live, work, study or worship in Tower Hamlets. Our service is open to people of all faiths and none.  We offer short and long-term individual counselling.","TO ADVANCE THE CHRISTIAN RELIGION BY ESTABLISHING AND CARRYING ON A SERVICE OF COUNSELLING BASED ON CHRISTIAN FAITH, BELIEFS AND THE PRINCIPLES OF COMPASSION, EQUALITY, LOVE, NON-JUDGEMENT AND RESPECT, FOR THE BENEFIT OF ALL PEOPLE IRRESPECTIVE OF RACE, GENDER OR RELIGION",Small,The Advancement Of Health Or Saving Of Lives,E01032786,51.529347,-0.045383,35.5,2.0,0.496,0.179,18.249,0.317,0.578,36.31,31.706,1678.0,425.0,165.0
1046579,CONSORTIUM FOR STREET CHILDREN,"ROOM 4, 15 OLD FORD ROAD, ST MARGARET'S HOUSE, BETHNAL GREEN, LONDON",E2 9PJ,31/12/2024,682835.0,527070.0,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research, Acts As An Umbrella Or Resource Body","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, Other Defined Groups","A leading international member-based network dedicated to advocating, promoting and campaigning for the rights of street-connected children.  We are committed to creating a better and sustainable future for some of the most disadvantaged and stigmatised children by working together to inform and inspire research and action that influences policy and best practice worldwide.","THE RELIEF OF CHILDREN IN CONDITIONS OF NEED, HARDSHIP OR DISTRESS, ANYWHERE IN THE WORLD, WITH SPECIAL ATTENTION TO THOSE LIVING AND WORKING ON THE STREETS AND OTHER PUBLIC PLACES",Medium,Accommodation/housing,E01004198,51.529975,-0.053978,45.952,1.0,0.49,0.254,25.669,1.032,1.031,39.225,34.347,1521.0,271.0,228.0
1047068,THE GOOD SHEPHERD MISSION,"The Good Shepherd Mission, 17 Three Colts Lane, LONDON",E2 6JL,31/03/2025,186425.0,242070.0,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Amateur Sport","Children/young People, Other Defined Groups","We are a local Christian charity in Bethnal Green whose services are open to all, irrespective of background or belief.Our activities include: church activities, early years groups, children's and youth work, outreach to vulnerable adults.","(A) THE ADVANCEMENT PROCLAMATION AND FURTHERANCE OF THE CHRISTIAN FAITH IN THE LONDON BOROUGH OF TOWER HAMLETS AND ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD, (B) THE RELIEF OF PERSONS IN CONDITIONS OF POVERTY NEED OR OTHER HARDSHIP OR WHO ARE AGED OR SICK IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD, (C) THE ADVANCEMENT OF CHRISTIAN PUBLIC EDUCATION IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD AND (D) THE UNDERTAKING AND FULFILLING OF SUCH OTHER CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES SHALL DETERMINE",Medium,Amateur Sport,E01004206,51.524301,-0.058862,52.061,1.0,0.61,0.255,34.258,0.966,0.864,36.583,45.085,1461.0,313.0,160.0
1047970,TOWER HAMLETS DEAF CHILDRENS SOCIETY,"22 Abbott Road, LONDON",E14 0GD,30/04/2024,6000.0,6000.0,Provides Advocacy/advice/information,"Education/training, Disability, Amateur Sport","Children/young People, People With Disabilities","To empower the Deaf children of Tower Hamlets and their families. We believe Deaf children should be valued by society and given the same opportunities as any other child.We are a support network, who strives to support Deaf children, young people and their families. We offer help to parents who may feel isolated within the community","TO FURTHER IN ANY WAY ALLOWED BY LAW THE EDUCATION AND RELIEF OF DEAF CHILDREN WITHOUT REGARD TO RACE, RELIGION, CREED, DISABILITY, SEX OR FAMILY CIRCUMSTANCES.",Micro,Disability,E01004245,51.51356,-0.000818,28.405,3.0,0.44,0.143,16.148,0.382,0.347,29.49,21.383,3018.0,632.0,153.0
1048047,THE ENSIGN YOUTH CLUB,"ENSIGN YOUTH CLUB, WELLCLOSE SQUARE, LONDON",E1 8HY,31/03/2025,119987.0,56910.0,Provides Human Resources,"Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People","After School Club/Senior Youth ClubActivities for young people during Easter, Half Term And Summer holidaysCommunity SessionsEmployment ProjectHealth Project","(A)TO PROVIDE RECREATIONAL FACILITIES FOR YOUNG PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THEIR CONDITION IN LIFE. (B)TO HELP AND EDUCATE YOUNG PEOPLE ESPECIALLY, BUT NOT EXCLUSIVELY, THROUGH THEIR LEISURE-TIME ACTIVITIES TO DEVELO[P THEIR PHYSICAL, MENTAL AND SPIRITUAL CAPACITIES SO THAT THEY MAY GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF SOCIETY.",Medium,Amateur Sport,E01035696,51.510091,-0.065822,13.933,7.0,0.218,0.056,5.29,-0.008,-0.09,20.264,35.285,1403.0,155.0,29.0
1050036,WAPPING NOORANI MASJID AND CULTURAL CENTRE,"19 Prusom Street, Wapping, London",E1W 3NW,31/03/2025,74240.0,39977.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, The General Public/mankind","Advancement of Islamic EducationProvision of prayer facilitiesSocial and Leisure ActivitiesCommunity Projects that brings together people from all backgrounds, age, faiths, race together for the betterment of the community.Educational and Training ProgrammesServices for the whole community without any restrictions",1.TO ADVANCE THE ISLAMIC RELIGION BY THE PROVISION OF A MOSQUE. 2.TO ADVANCE EDUCATION IN THE RELIGIOUS TEACHINGS AND CULTURE OF THE ISLAMIC RELIGION.,Small,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01004296,51.506195,-0.055928,26.423,4.0,0.397,0.149,11.539,0.258,0.826,20.33,26.033,2458.0,374.0,252.0
1050926,BOUNDARY COMMUNITY SCHOOL LIMITED,"BOUNDARY COMMUNITY SCHOOL, 20 CLUB ROW, LONDON",E2 7EY,31/03/2025,53900.0,20530.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Boundary Community School provides Study Support and Mother Tongue Language classes, Youth Activities, ICT training, Employment Support, Advice and Guidance for the local community.",(1) TO ADVANCE THE EDUCATION OF CHILDREN OF STATUTORY SCHOOL AGE IN PARTICULAR CHILDREN OF BENGALI ETHNIC ORIGIN BY THE PROVISION OF SUPPLEMENTARY CLASSES IN PARTICULAR BUT NOT EXCLUSIVELY IN THE BENGALI LANGUAGE. (2) TO PROVIDE RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING CONDITIONS OF LIFE OF PERSONS HAVING NEED OF SUCH FACILITIES BY REASON OF THEIR POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES,Small,Amateur Sport,E01004316,51.525075,-0.074153,41.511,2.0,0.402,0.16,9.105,0.734,0.728,48.751,81.457,1058.0,170.0,74.0
1051765,COVENTRY CROSS MOSQUE AND ISLAMIC COMMUNITY CENTRE,"Flat 6, Broxbourne House, Empson Street, London",E3 3LJ,30/06/2024,102421.0,36063.0,"Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Coventry Cross Mosque is a charitable organisation providing evening Islamic and moral education for local Muslims as well as daily congregational prayers for adults. It promotes responsible and respectful Islamic values, supporting the spiritual and social well-being of the wider community.",(1)TO ADVANCE THE ISLAMIC RELIGION (11)THE ADVANCEMENT OF THE EDUCATION OF THE GENERAL PUBLIC IN THE MANY FACETS OF THE ISLAMIC CULTURE (111)TO RELIEVE POVERTY HARDSHIP AND DISTRESS.,Medium,Religious Activities,E01035667,51.522493,-0.014208,34.871,2.0,0.51,0.191,21.724,0.172,0.411,32.251,27.673,2001.0,491.0,84.0
1051845,PATHWAYS TRUST,"THE CRYPT, ST JOHN ON BETHNAL GREEN, 200 CAMBRIDGE HEATH ROAD, LONDON",E2 9PA,31/03/2025,22491.0,34769.0,"Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives","Children/young People, Elderly/old People, People With Disabilities, Other Defined Groups, The General Public/mankind",To provide complementary medicine treatments and advice at affordable rates (sliding scale) to local people at our centre; To provide home visits to local people too ill or frail; Outreach work to local community centres to give talks and treatments,"1.FOR THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF HEALTH IN THE LOCAL COMMUNITY OF TOWER HAMLETS AND NEIGHBOURING BOROUGHS. 2.FOR THE ADVANCEMENT OF EDUCATION BY THE PROVISION OF ADVICE, COUNSELLING AND TRAINING OF STUDENTS IN ACUPUNCTURE, THERAPEUTIC MASSAGE, CHINESE HERBAL MEDICINE, OSTEOPATHY AND REFLEXOLOGY. 3.TO CONDUCT RESEARCH WITH LOCAL GP'S, HOSPITAL DEPARTMENTS AND LOCAL COMMUNITY GROUPS IN THE AREA IN THE USE OF ACUPUNCTURE AND CHINESE HERBAL MEDICINE FOR THE TREATMENT OF SPECIFIC DISEASES AND TO PUBLISH AND DISSEMINATE THE USEFUL RESULTS OF THE RESEARCH FOR THE BENEFIT OF THE GENERAL PUBLIC.",Small,The Advancement Of Health Or Saving Of Lives,E01004259,51.527774,-0.055182,28.552,3.0,0.35,0.131,7.255,0.299,0.579,33.462,49.07,1737.0,269.0,163.0
1051893,WAPPING BANGLADESH ASSOCIATION,"Wapping Youth Club, 1st Floor, 20 Tench Street, London",E1W 2QD,31/03/2025,147032.0,146121.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Welfare Rights and Debt Information, Advice & Guidance Services
Translation and Interpreting Service
Senior Citizens Lunch Club
Older People services
Mother Tongue and Cultural Educational Classes
Employment and Skills Training Programme
Citizenship & Integration Classes
Healthy Living Programme
Study Support and Supplementary Education Programme","(A)TO PROVIDE ADVICE TO THE BANGLADESHI PEOPLE LIVING IN WAPPING WHICH RELIEVES THEIR POVERTY, ADVANCES THEIR EDUCATION OR PRESERVES AND PROTECTS THEIR HEALTH. (B)TO ADVANCE THE EDUCATION OF BANGLADESHI PEOPLE LIVING IN WAPPING, IN PARTICULAR BY THE PROVISION OF MOTHER TONGUE CLASSES, RELIGIOUS STUDIES AND ENGLISH CLASSES. (C)TO PROVIDE RECREATIONAL FACILITIES IN THE INTEREST OF SOCIAL WELFARE TO THE INHABITANTS OF WAPPING IN PARTICULAR BUT NOT EXCLUSIVELY BANGLADESHI PEOPLE IN THE EFFORT TO IMPROVE THE CONDITIONS OF LIFE OF THE SAID INHABITANTS.",Medium,Recreation,E01004291,51.504224,-0.061229,11.483,7.0,0.163,0.063,4.007,-0.43,0.102,16.763,34.375,1906.0,197.0,240.0
1052043,SPITALFIELDS FESTIVAL LIMITED,"QUEEN MARY UNIVERSITY OF LONDON, 327 MILE END ROAD, LONDON",E1 4NS,31/03/2025,328378.0,476565.0,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","We are a creative charity in East London. We use music to bring diverse communities together through high-quality performances, an industry leading artist development programme, and award-winning projects in our community.","TO PROMOTE MAINTAIN IMPROVE AND ADVANCE THE EDUCATION OF THE PUBLIC PARTICULARLY BY THE ENCOURAGEMENT OF THE ARTS INCLUDING THE ARTS OF MUSIC, SINGING, DRAMA, BALLET, LITERATURE, SCULPTURE AND PAINTING.",Medium,Arts/culture/heritage/science,E01035670,51.524637,-0.040683,25.999,4.0,0.284,0.091,27.166,-0.035,0.741,36.527,38.044,4759.0,527.0,299.0
1053586,MEDINA MASJID,"248 Westferry Road, London",E14 3AG,31/03/2025,143617.0,58771.0,"Provides Human Resources, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities","Children/young People, Elderly/old People, People With Disabilities","Non-profit, non-political organisation which holds congregational prayers and Islamic religious activities at appropriate times and promotes unity and joint action among Muslims and non-Muslims.","TO ADVANCE THE RELIGION OF ISLAM IN PARTICULAR, IN PARTICULAR, BUT NOT EXCLUSIVELY BY ESTABLISHING A MOSQUE IN THE LONDON BOROUGH OF TOWER HAMLETS.",Medium,Religious Activities,E01004275,51.488061,-0.018601,23.276,4.0,0.359,0.114,16.178,0.111,-0.213,30.685,26.663,2636.0,664.0,234.0
1055570,AVEBURY PLAYGROUP,"AVEBURY PLAY GROUP, ROBERTA STREET, LONDON",E2 6AW,31/03/2025,58237.0,64916.0,Provides Services,Education/training,Children/young People,We provide a playgroup registered with OFSTED for up to 40 children aged between 2 - 5 years old. The sessions run Monday to Friday during school term times between the hours of 0845 - 1145am and 1215 - 1515pm.,TO ENHANCE THE DEVELOPMENT AND EDUCATION OF CHILDREN UNDER STATUTORY SCHOOL AGE BY ENCOURAGING PARENTS TO UNDERSTAND AND PROVIDE FOR THE NEEDS OF THEIR CHILDREN THROUGH COMMUNITY GROUPS.,Small,Education/training,E01004313,51.527176,-0.066308,37.223,2.0,0.505,0.166,19.383,0.446,0.766,34.235,41.577,2156.0,398.0,144.0
1056985,SPLASH (SOUTH POPLAR AND LIMEHOUSE),"Flat 7, Willis House, Hale Street, London",E14 0BX,31/03/2025,188014.0,155440.0,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",The charity is engaged in strengthening & promoting community cohesion & involvement in the Blackwall & Limehouse areas of London Borough of Tower Hamlets.,"(A) TO RELIEVE POVERTY AMONGST PERSONS RESIDENT IN THE SOUTH POPLAR AND LIMEHOUSE AREAS OF THE LONDON BOROUGH OF TOWER HAMLETS PARTICULARLY BY THE PROVISION OF ADVICE AND ASSISTANCE IN REGARD TO HOUSING (B) TO EDUCATE FAMILIES IN THE SAID AREA IN BETTER STANDARDS OF CHILD CARE AND PARENTING (C) TO PROMOTE GOOD RACE RELATIONS IN THE SAID SOUTH POPLAR AND LIMEHOUSE AREA BY ENDEAVOURING TO ELIMINATE DISCRIMINATION ON GROUNDS OF RACE AND ENCOURAGING EQUALITY OF OPPORTUNITY BETWEEN PERSONS OF DIFFERENT RACIAL AND CULTURAL BACKGROUND (D) TO PROMOTE THE EDUCATION OF PERSONS IN THE SAID SOUTH POPLAR AND LIMEHOUSE AREA WHO THROUGH THEIR SOCIAL AND ECONOMIC CIRCUMSTANCES, OR DUE TO LACK OF KNOWLEDGE OF THE ENGLISH LANGUAGE, ARE IN NEED AND UNABLE TO GAIN EMPLOYMENT (E) TO PROVIDE FACILITIES FOR RECREATION OR OTHER LEISURE-TIME OCCUPATION TO PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTYU OR SOCIAL AND ECONOMIC CIRCUMSTANCES",Medium,Accommodation/housing,E01004257,51.509159,-0.018103,47.337,1.0,0.624,0.214,32.022,0.677,0.656,37.491,38.143,2290.0,547.0,176.0
1057017,THE SHADWELL GARDENS TENANTS AND RESIDENTS ASSOCIATION,"SHADWELL TRA, 129 SHADWELL GARDENS, LONDON",E1 2QL,30/04/2024,18624.0,16301.0,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Amateur Sport","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","1. To enhance the education of the community by providing language classes. 2. To provide and maintain facilities for the recreational and other leisure activities for the residents of this neighbourhood. 3. To provide cultural & prayer facilities for the residents. 4. To liaise with local Govt for housing, education & other purposes.","(1) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF LANGUAGE CLASSES (20 TO PROVIDE AND MAINTAIN SUCH COMMUNITY MEETING PLACES IN ORDER TO PROVIDE FACILITIES FOR THE RECREATION AND OTHER LEISURE-TIME OCCUPATION OF THE RESIDENTS OF SHADWELL GARDENS AND THE NEIGHBOURHOOD WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR ALL THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, OR DISABLEMENT, POVERTY OR SOCIAL ECONOMIC CIRCUMSTANCES",Small,Amateur Sport,E01004302,51.511226,-0.055584,45.534,1.0,0.557,0.192,25.12,0.869,0.777,46.296,37.741,1712.0,458.0,89.0
1057627,SHAHPORAN MASJID AND ISLAMIC CENTRE TRUST,"Mosque, 444 Hackney Road, LONDON",E2 6QL,31/03/2025,297028.0,199928.0,Provides Buildings/facilities/open Space,"Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin",The trust is established to advacnce Islamic religion and education,"TO ADVANCE THE ISLAMIC RELIGION AND TO ADVANCE THE EDUCATION OF THE PUBLIC IN ALL ASPECTS OF ISLAM (FOR FURTHER DETAILS, SEE CLAUSE 3 OF MEMORANDUM)",Medium,Religious Activities,E01004200,51.531851,-0.060227,22.522,4.0,0.255,0.094,4.046,0.585,0.373,28.353,45.454,1524.0,173.0,74.0
1057717,THE ISLAND SPORTS TRUST,"99 Thomas More Street, LONDON",E1W 1YD,31/03/2025,2383.0,233922.0,Provides Services,"Education/training, Amateur Sport, Recreation","Children/young People, People With Disabilities, The General Public/mankind",Public benefit within the Isle of Dogs and adjoining by providing facilities for public recreation or other leisure time occupation,THE COMPANY IS ESTABLISHED FOR THE PUBLIC BENEFIT WITHIN THE ISLE OF DOGS IN THE LONDON BOROUGH OF TOWER HAMLETS AND THE ADJACENT NEIGHBOURHOODS WITH THE OBJECT OF PROVIDING FACILITES FOR PUBLIC RECREATION OR OTHE RLEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE WHO RESIDE AND WORK IN THE SAID AREA PROVIDED THAT IN FURTHERANCE OF ALL OR ANY OF THE ABOVE OBJECTS THE COMPANY SHALL HAVE THE POWER TO PROMOTE PROVIDE OR ASSIST ACTIVITIES OUTSIDE THE AREA REFERRED TO ABOVE WHERE IT IS OF THE OPINION THAT TO DO SO WILL BENEFIT THE INHABITANTS OF THE SAID AREA.,Micro,Recreation,E01004293,51.506061,-0.067376,7.925,9.0,0.119,0.058,1.083,-0.897,-0.237,14.507,32.102,2017.0,183.0,332.0
1057869,ISLAND BWO,"Flat 3, Thorne House, Launch Street, LONDON",E14 3LU,31/12/2024,15720.0,19391.0,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Youth Development 
Children Supplementary Classes 
Adult Education  
Summer Programme
Advice and Advocacy 
Prayer Centre 
Health and Fitness  
Cultural Activities 
Interfaith Activities and Dialogue
Football
Drugs Awareness 
Women's Project 
Councillor Surgery 
Housing surgery
Consultation","TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT IN PARTICULAR THE BANGLADESHI COMMUNITY RESIDING IN THE ISLE OF DOGS NEIGHBOURHOOD BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION AND THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF LOCAL RESIDENTS.",Small,Other Charitable Purposes,E01035705,51.49644,-0.012575,35.695,2.0,0.483,0.191,18.807,0.454,0.257,42.368,22.511,1428.0,280.0,180.0
