pcd,pcd2,pcds,dointr,doterm,oscty,ced,oslaua,osward,parish,usertype,oseast1m,osnrth1m,osgrdind,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,oa01,casward,npark,lsoa01,msoa01,ur01ind,oac01,oa11,lsoa11,msoa11,wz11,sicbl,bua24,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,icb,oa21,lsoa21,msoa21,ruc21
"E17 8XG","E17  8XG","E17 8XG","198710","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537367","0188482","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022167","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022167","E01004406","E02000910","E33036393","E38000255","E63011885","A1","3B3",51.578471,-0.018942,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022167","E01004406","E02000910","UN1"
"E17 8XH","E17  8XH","E17 8XH","199412","199706","E99999999","E99999999","E09000031","E05013898","E43000221","1","537314","0188618","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022167","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022167","E01004406","E02000910","E33036393","E38000255","E63011885","A1","3B3",51.579706,-0.019653,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022167","E01004406","E02000910","UN1"
"E17 8XJ","E17  8XJ","E17 8XJ","199412","199606","E99999999","E99999999","E09000031","E05013898","E43000221","1","537000","0188200","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGP","E00022373","00BHGP","E65000001","E01004449","E02000912","5","7B1","E00022373","E01004449","E02000912","E33036406","E38000255","E63011885","A1","4B1",51.576027,-0.024345,"E37000051","","E23000001",2803,"E56000028","E54000029","E00022373","E01004449","E02000912","UN1"
"E17 8XL","E17  8XL","E17 8XL","199512","200602","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XN","E17  8XN","E17 8XN","199812","200605","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XP","E17  8XP","E17 8XP","200012","200603","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XQ","E17  8XQ","E17 8XQ","198704","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537396","0188406","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022167","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022167","E01004406","E02000910","E33036393","E38000255","E63011885","A1","3B3",51.577781,-0.018553,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022167","E01004406","E02000910","UN1"
"E17 8XR","E17  8XR","E17 8XR","200106","200605","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XS","E17  8XS","E17 8XS","200411","200603","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XU","E17  8XU","E17 8XU","200503","200603","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XW","E17  8XW","E17 8XW","199812","200109","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XX","E17  8XX","E17 8XX","200503","200604","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XY","E17  8XY","E17 8XY","200502","200603","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8XZ","E17  8XZ","E17 8XZ","200502","200604","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YA","E17  8YA","E17 8YA","200406","201109","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YE","E17  8YE","E17 8YE","200401","201812","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YP","E17  8YP","E17 8YP","200407","200605","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YQ","E17  8YQ","E17 8YQ","200206","200307","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","5","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YR","E17  8YR","E17 8YR","200207","200305","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","5","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YT","E17  8YT","E17 8YT","200209","","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YW","E17  8YW","E17 8YW","200404","200510","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","5","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YX","E17  8YX","E17 8YX","200310","200605","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8YZ","E17  8YZ","E17 8YZ","200207","200601","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 8ZZ","E17  8ZZ","E17 8ZZ","200410","200602","E99999999","E99999999","E09000031","E05013893","E43000221","1","537412","0189266","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022184","00BHGJ","E65000001","E01004409","E02000910","5","7B1","E00022184","E01004409","E02000910","E33030703","E38000255","E63011885","A1","3A2",51.585505,-0.017987,"E37000051","","E23000001",9342,"E56000028","E54000029","E00022184","E01004409","E02000910","UN1"
"E17 9AA","E17  9AA","E17 9AA","198001","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537501","0188396","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022169","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022169","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.577666,-0.017043,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022169","E01004406","E02000910","UN1"
"E17 9AB","E17  9AB","E17 9AB","198001","200308","E99999999","E99999999","E09000031","E05013898","E43000221","1","537447","0188498","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022169","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022169","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.578596,-0.017782,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022169","E01004406","E02000910","UN1"
"E17 9AD","E17  9AD","E17 9AD","199308","199512","E99999999","E99999999","E09000031","E05013893","E43000221","1","537500","0188600","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022154","00BHGJ","E65000001","E01004412","E02000909","5","7A3","E00022154","E01004412","E02000909","E33036387","E38000255","E63011885","A1","4B1",51.579499,-0.016978,"E37000051","","E23000001",15738,"E56000028","E54000029","E00022154","E01004412","E02000909","UN1"
"E17 9AE","E17  9AE","E17 9AE","199208","199507","E99999999","E99999999","E09000031","E05013898","E43000221","1","537400","0188600","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022169","00BHGJ","E65000001","E01004406","E02000910","5","2A2","E00022169","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579524,-0.018420,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022169","E01004406","E02000910","UN1"
"E17 9AF","E17  9AF","E17 9AF","199007","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537379","0188560","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022166","00BHGJ","E65000001","E01004406","E02000910","5","7B1","E00022166","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579169,-0.018738,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022166","E01004406","E02000910","UN1"
"E17 9AG","E17  9AG","E17 9AG","198001","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537361","0188604","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022166","00BHGJ","E65000001","E01004406","E02000910","5","7B1","E00022166","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579569,-0.018981,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022166","E01004406","E02000910","UN1"
"E17 9AH","E17  9AH","E17 9AH","198001","","E99999999","E99999999","E09000031","E05013895","E43000221","0","537686","0188193","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGL","E00022260","00BHGL","E65000001","E01004420","E02000914","5","7B1","E00022260","E01004420","E02000914","E33036414","E38000255","E63011885","A1","3A2",51.575797,-0.014454,"E37000051","","E23000001",3684,"E56000028","E54000029","E00022260","E01004420","E02000914","UN1"
"E17 9AJ","E17  9AJ","E17 9AJ","198001","199412","E99999999","E99999999","E09000031","E05013893","E43000221","1","537700","0188300","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022171","00BHGJ","E65000001","E01004405","E02000914","5","7A3","E00022171","E01004405","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576755,-0.014210,"E37000051","","E23000001",8814,"E56000028","E54000029","E00022171","E01004405","E02000914","UN1"
"E17 9AL","E17  9AL","E17 9AL","200602","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537390","0188614","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022166","00BHGJ","E65000001","E01004406","E02000910","5","7B1","E00022166","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579652,-0.018559,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022166","E01004406","E02000910","UN1"
"E17 9AN","E17  9AN","E17 9AN","198001","","E99999999","E99999999","E09000031","E05013895","E43000221","0","537629","0188165","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGL","E00022260","00BHGL","E65000001","E01004420","E02000914","5","7B1","E00022260","E01004420","E02000914","E33036414","E38000255","E63011885","A1","3A2",51.575559,-0.015287,"E37000051","","E23000001",3684,"E56000028","E54000029","E00022260","E01004420","E02000914","UN1"
"E17 9AP","E17  9AP","E17 9AP","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537690","0188230","1","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576128,-0.014382,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AQ","E17  9AQ","E17 9AQ","198001","","E99999999","E99999999","E09000031","E05013898","E43000221","0","537414","0188478","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022166","00BHGJ","E65000001","E01004406","E02000910","5","7B1","E00022166","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.578424,-0.018266,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022166","E01004406","E02000910","UN1"
"E17 9AR","E17  9AR","E17 9AR","198001","199812","E99999999","E99999999","E09000031","E05013893","E43000221","1","537788","0188190","1","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.575745,-0.012984,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AS","E17  9AS","E17 9AS","198001","199712","E99999999","E99999999","E09000031","E05013893","E43000221","1","537652","0188254","8","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576353,-0.014921,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AT","E17  9AT","E17 9AT","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537823","0188248","1","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576257,-0.012457,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AU","E17  9AU","E17 9AU","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537771","0188313","1","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576854,-0.013181,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AW","E17  9AW","E17 9AW","198001","","E99999999","E99999999","E09000031","E05013895","E43000221","0","537596","0188178","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGL","E00022260","00BHGL","E65000001","E01004420","E02000914","5","7B1","E00022260","E01004420","E02000914","E33036414","E38000255","E63011885","A1","3A2",51.575684,-0.015758,"E37000051","","E23000001",3684,"E56000028","E54000029","E00022260","E01004420","E02000914","UN1"
"E17 9AX","E17  9AX","E17 9AX","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537803","0188298","1","E18000007","E40000003","E92000001","E12000007","5","E14001334","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGC","E00021946","00BHGC","E65000001","E01004365","E02000914","5","7A3","E00021946","E01004365","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.576712,-0.012726,"E37000051","","E23000001",8358,"E56000028","E54000029","E00021946","E01004365","E02000914","UN1"
"E17 9AY","E17  9AY","E17 9AY","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537745","0188353","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022171","00BHGJ","E65000001","E01004405","E02000914","5","7A3","E00022171","E01004405","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.577220,-0.013541,"E37000051","","E23000001",8814,"E56000028","E54000029","E00022171","E01004405","E02000914","UN1"
"E17 9AZ","E17  9AZ","E17 9AZ","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537729","0188379","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022171","00BHGJ","E65000001","E01004405","E02000914","5","7A3","E00022171","E01004405","E02000914","E33036414","E38000255","E63011885","A1","4B1",51.577458,-0.013761,"E37000051","","E23000001",8814,"E56000028","E54000029","E00022171","E01004405","E02000914","UN1"
"E17 9BA","E17  9BA","E17 9BA","199301","199512","E99999999","E99999999","E09000031","E05013893","E43000221","1","537800","0188600","8","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022164","00BHGJ","E65000001","E01004405","E02000914","5","7B1","E00022164","E01004405","E02000914","E33036415","E38000255","E63011885","A1","3A2",51.579426,-0.012651,"E37000051","","E23000001",8814,"E56000028","E54000029","E00022164","E01004405","E02000914","UN1"
"E17 9BB","E17  9BB","E17 9BB","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537816","0188512","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022170","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022170","E01004406","E02000910","E33036396","E38000255","E63011885","A1","4B1",51.578631,-0.012454,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022170","E01004406","E02000910","UN1"
"E17 9BD","E17  9BD","E17 9BD","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537558","0188398","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022170","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022170","E01004406","E02000910","E33036396","E38000255","E63011885","A1","4B1",51.577670,-0.016220,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022170","E01004406","E02000910","UN1"
"E17 9BE","E17  9BE","E17 9BE","198001","201804","E99999999","E99999999","E09000031","E05013893","E43000221","1","537565","0188435","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022170","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022170","E01004406","E02000910","E33036396","E38000255","E63011885","A1","4B1",51.578001,-0.016105,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022170","E01004406","E02000910","UN1"
"E17 9BF","E17  9BF","E17 9BF","200807","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537993","0189089","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022188","00BHGJ","E65000001","E01004410","E02000907","5","7B2","E00022188","E01004410","E02000907","E33036373","E38000255","E63011885","A1","3C1",51.583773,-0.009675,"E37000051","","E23000001",6167,"E56000028","E54000029","E00022188","E01004410","E02000907","UN1"
"E17 9BG","E17  9BG","E17 9BG","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537469","0188536","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022166","00BHGJ","E65000001","E01004406","E02000910","5","7B1","E00022166","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.578932,-0.017450,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022166","E01004406","E02000910","UN1"
"E17 9BH","E17  9BH","E17 9BH","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537596","0188550","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022155","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022155","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579027,-0.015613,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022155","E01004406","E02000910","UN1"
"E17 9BJ","E17  9BJ","E17 9BJ","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537691","0188625","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022155","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022155","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.579677,-0.014213,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022155","E01004406","E02000910","UN1"
"E17 9BL","E17  9BL","E17 9BL","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537613","0188522","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022155","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022155","E01004406","E02000910","E33036396","E38000255","E63011885","A1","3A2",51.578771,-0.015378,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022155","E01004406","E02000910","UN1"
"E17 9BN","E17  9BN","E17 9BN","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537669","0188515","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022170","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022170","E01004406","E02000910","E33036396","E38000255","E63011885","A1","4B1",51.578694,-0.014573,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022170","E01004406","E02000910","UN1"
"E17 9BP","E17  9BP","E17 9BP","198001","","E99999999","E99999999","E09000031","E05013893","E43000221","0","537652","0188463","1","E18000007","E40000003","E92000001","E12000007","5","E14001563","E15000007","E24000012","E30000234","E16000084","E09000031","00BHGJ","E00022170","00BHGJ","E65000001","E01004406","E02000910","5","7A3","E00022170","E01004406","E02000910","E33036396","E38000255","E63011885","A1","4B1",51.578231,-0.014839,"E37000051","","E23000001",12412,"E56000028","E54000029","E00022170","E01004406","E02000910","UN1"
